;Tweet;Sentimen;ProcessedText;step01;tokens;tokens_perbaikan;Stop_removal;step02;step03_stemmed
24;Btw long weekend ni pada mau kemana... Dulu sebelum ada nya si covid 19 ini long weekend itu yang paling di nanti .., eh skrng mah beneran panjang libur nya di kasih enak dirumah malah ngedumel bae (DASAR AKU);0.0;eh long weekend mana nya sih covid long weekend eh mah serius libur nya kasih enak rumah ngedumel bae dasar;btw long weekend ni pada mau kemana dulu sebelum ada nya si covid ini long weekend itu yang paling di nanti eh skrng mah beneran panjang libur nya di kasih enak dirumah malah ngedumel bae dasar aku;['btw', 'long', 'weekend', 'ni', 'pada', 'mau', 'kemana', 'dulu', 'sebelum', 'ada', 'nya', 'si', 'covid', 'ini', 'long', 'weekend', 'itu', 'yang', 'paling', 'di', 'nanti', 'eh', 'skrng', 'mah', 'beneran', 'panjang', 'libur', 'nya', 'di', 'kasih', 'enak', 'dirumah', 'malah', 'ngedumel', 'bae', 'dasar', 'aku'];['eh', 'long', 'weekend', 'ini', 'pada', 'mau', 'kemana', 'dulu', 'sebelum', 'ada', 'nya', 'sih', 'covid', 'ini', 'long', 'weekend', 'itu', 'yang', 'paling', 'di', 'nanti', 'eh', 'sekarang', 'mah', 'serius', 'panjang', 'libur', 'nya', 'di', 'kasih', 'enak', 'dirumah', 'malah', 'ngedumel', 'bae', 'dasar', 'aku'];['eh', 'long', 'weekend', 'kemana', 'nya', 'sih', 'covid', 'long', 'weekend', 'eh', 'mah', 'serius', 'libur', 'nya', 'kasih', 'enak', 'dirumah', 'ngedumel', 'bae', 'dasar'];eh long weekend kemana nya sih covid long weekend eh mah serius libur nya kasih enak dirumah ngedumel bae dasar;eh long weekend mana nya sih covid long weekend eh mah serius libur nya kasih enak rumah ngedumel bae dasar
25;Hallo dan mau laporkan adanya kegiatan yang melanggar ketentuan tentang jaga jarak selama wabah covid-19 kemana ya?;1.0;hallo lapor giat langgar tentu jaga jarak wabah covid mana iya;hallo dan mau laporkan adanya kegiatan yang melanggar ketentuan tentang jaga jarak selama wabah covid kemana ya;['hallo', 'dan', 'mau', 'laporkan', 'adanya', 'kegiatan', 'yang', 'melanggar', 'ketentuan', 'tentang', 'jaga', 'jarak', 'selama', 'wabah', 'covid', 'kemana', 'ya'];['hallo', 'dan', 'mau', 'laporkan', 'adanya', 'kegiatan', 'yang', 'melanggar', 'ketentuan', 'tentang', 'jaga', 'jarak', 'selama', 'wabah', 'covid', 'kemana', 'iya'];['hallo', 'laporkan', 'kegiatan', 'melanggar', 'ketentuan', 'jaga', 'jarak', 'wabah', 'covid', 'kemana', 'iya'];hallo laporkan kegiatan melanggar ketentuan jaga jarak wabah covid kemana iya;hallo lapor giat langgar tentu jaga jarak wabah covid mana iya
26;Hei guys, gw mau ngajak kalian untuk agar pandemik covid-19 ini lekas hilang. Aamiin.Gimana?? Kurangin dah tuh nongki2, halan2, atau segala aktivitas diluar ruangan. Yuk belajar utbk aja, tau sendirikan pesaing lo tuh buanyak banget. Yok ;1.0;hei guys ngajak pandemik covid lekas hilang aamiingimana rangin nongki hal aktivitas luar ruang ayo ajar utbk tau sendiri saing lo buanyak banget yok;hei guys gw mau ngajak kalian untuk agar pandemik covid ini lekas hilang aamiingimana kurangin dah tuh nongki halan atau segala aktivitas diluar ruangan yuk belajar utbk aja tau sendirikan pesaing lo tuh buanyak banget yok;['hei', 'guys', 'gw', 'mau', 'ngajak', 'kalian', 'untuk', 'agar', 'pandemik', 'covid', 'ini', 'lekas', 'hilang', 'aamiingimana', 'kurangin', 'dah', 'tuh', 'nongki', 'halan', 'atau', 'segala', 'aktivitas', 'diluar', 'ruangan', 'yuk', 'belajar', 'utbk', 'aja', 'tau', 'sendirikan', 'pesaing', 'lo', 'tuh', 'buanyak', 'banget', 'yok'];['hei', 'guys', 'saya', 'mau', 'ngajak', 'kalian', 'untuk', 'agar', 'pandemik', 'covid', 'ini', 'lekas', 'hilang', 'aamiingimana', 'kurangin', 'sudah', 'itu', 'nongki', 'halan', 'atau', 'segala', 'aktivitas', 'diluar', 'ruangan', 'ayo', 'belajar', 'utbk', 'saja', 'tau', 'sendirikan', 'pesaing', 'lo', 'itu', 'buanyak', 'banget', 'yok'];['hei', 'guys', 'ngajak', 'pandemik', 'covid', 'lekas', 'hilang', 'aamiingimana', 'kurangin', 'nongki', 'halan', 'aktivitas', 'diluar', 'ruangan', 'ayo', 'belajar', 'utbk', 'tau', 'sendirikan', 'pesaing', 'lo', 'buanyak', 'banget', 'yok'];hei guys ngajak pandemik covid lekas hilang aamiingimana kurangin nongki halan aktivitas diluar ruangan ayo belajar utbk tau sendirikan pesaing lo buanyak banget yok;hei guys ngajak pandemik covid lekas hilang aamiingimana rangin nongki hal aktivitas luar ruang ayo ajar utbk tau sendiri saing lo buanyak banget yok
27;JANGAN ADA DUSTA DIANTARA KITA: Kisah Pilu Dokter Menangani Pasien Yang Ternyata Positif Covid-19;1.0;dusta kisah pilu dokter tangan pasien positif covid;jangan ada dusta diantara kita kisah pilu dokter menangani pasien yang ternyata positif covid;['jangan', 'ada', 'dusta', 'diantara', 'kita', 'kisah', 'pilu', 'dokter', 'menangani', 'pasien', 'yang', 'ternyata', 'positif', 'covid'];['jangan', 'ada', 'dusta', 'diantara', 'kita', 'kisah', 'pilu', 'dokter', 'menangani', 'pasien', 'yang', 'ternyata', 'positif', 'covid'];['dusta', 'kisah', 'pilu', 'dokter', 'menangani', 'pasien', 'positif', 'covid'];dusta kisah pilu dokter menangani pasien positif covid;dusta kisah pilu dokter tangan pasien positif covid
28;COVID-19 Telah Bermutasi? Ada Gelombang Kedua Virus Corona;-1.0;covid mutasi gelombang virus corona;covid telah bermutasi ada gelombang kedua virus corona;['covid', 'telah', 'bermutasi', 'ada', 'gelombang', 'kedua', 'virus', 'corona'];['covid', 'telah', 'bermutasi', 'ada', 'gelombang', 'kedua', 'virus', 'corona'];['covid', 'bermutasi', 'gelombang', 'virus', 'corona'];covid bermutasi gelombang virus corona;covid mutasi gelombang virus corona
29;Salam Jumaat.. Ya Allah kami menadah tangan minta keampunan pada mu dan berserah diri dengan mu dan berilah kekuatan dan kesihatan yang baik.. Jauhilah kami dari segala penyakit berjangkit covid 19 dan hamba mu yang sedang berjuang kesakitan yang berada di hospital..;1.0;salam jumaat iya allah tadah tangan ampun mu serah mu ilah kuat kesihatan jauh sakit jangkit covid hamba mu juang sakit hospital;salam jumaat ya allah kami menadah tangan minta keampunan pada mu dan berserah diri dengan mu dan berilah kekuatan dan kesihatan yang baik jauhilah kami dari segala penyakit berjangkit covid dan hamba mu yang sedang berjuang kesakitan yang berada di hospital;['salam', 'jumaat', 'ya', 'allah', 'kami', 'menadah', 'tangan', 'minta', 'keampunan', 'pada', 'mu', 'dan', 'berserah', 'diri', 'dengan', 'mu', 'dan', 'berilah', 'kekuatan', 'dan', 'kesihatan', 'yang', 'baik', 'jauhilah', 'kami', 'dari', 'segala', 'penyakit', 'berjangkit', 'covid', 'dan', 'hamba', 'mu', 'yang', 'sedang', 'berjuang', 'kesakitan', 'yang', 'berada', 'di', 'hospital'];['salam', 'jumaat', 'iya', 'allah', 'kami', 'menadah', 'tangan', 'minta', 'keampunan', 'pada', 'mu', 'dan', 'berserah', 'diri', 'dengan', 'mu', 'dan', 'berilah', 'kekuatan', 'dan', 'kesihatan', 'yang', 'baik', 'jauhilah', 'kami', 'dari', 'segala', 'penyakit', 'berjangkit', 'covid', 'dan', 'hamba', 'mu', 'yang', 'sedang', 'berjuang', 'kesakitan', 'yang', 'berada', 'di', 'hospital'];['salam', 'jumaat', 'iya', 'allah', 'menadah', 'tangan', 'keampunan', 'mu', 'berserah', 'mu', 'berilah', 'kekuatan', 'kesihatan', 'jauhilah', 'penyakit', 'berjangkit', 'covid', 'hamba', 'mu', 'berjuang', 'kesakitan', 'hospital'];salam jumaat iya allah menadah tangan keampunan mu berserah mu berilah kekuatan kesihatan jauhilah penyakit berjangkit covid hamba mu berjuang kesakitan hospital;salam jumaat iya allah tadah tangan ampun mu serah mu ilah kuat kesihatan jauh sakit jangkit covid hamba mu juang sakit hospital
30;Saya kuatir test Covid-19 belum menyeluruh Tau2 nanti ada korban tergeletak mati suspek corona Ngeri;1.0;khawatir test covid tau korban geletak mati suspek corona ngeri;saya kuatir test covid belum menyeluruh tau nanti ada korban tergeletak mati suspek corona ngeri;['saya', 'kuatir', 'test', 'covid', 'belum', 'menyeluruh', 'tau', 'nanti', 'ada', 'korban', 'tergeletak', 'mati', 'suspek', 'corona', 'ngeri'];['saya', 'khawatir', 'test', 'covid', 'belum', 'menyeluruh', 'tau', 'nanti', 'ada', 'korban', 'tergeletak', 'mati', 'suspek', 'corona', 'ngeri'];['khawatir', 'test', 'covid', 'tau', 'korban', 'tergeletak', 'mati', 'suspek', 'corona', 'ngeri'];khawatir test covid tau korban tergeletak mati suspek corona ngeri;khawatir test covid tau korban geletak mati suspek corona ngeri
31;Ada yang kek gue saking fokus sama berita soal covid hari ini siap siap kerja padahalan tanggal merah .yalord;0.0;kayak saking fokus berita covid kerja padahal tanggal merah yalord;ada yang kek gue saking fokus sama berita soal covid hari ini siap siap kerja padahalan tanggal merah yalord;['ada', 'yang', 'kek', 'gue', 'saking', 'fokus', 'sama', 'berita', 'soal', 'covid', 'hari', 'ini', 'siap', 'siap', 'kerja', 'padahalan', 'tanggal', 'merah', 'yalord'];['ada', 'yang', 'kayak', 'saya', 'saking', 'fokus', 'sama', 'berita', 'soal', 'covid', 'hari', 'ini', 'siap', 'siap', 'kerja', 'padahalan', 'tanggal', 'merah', 'yalord'];['kayak', 'saking', 'fokus', 'berita', 'covid', 'kerja', 'padahalan', 'tanggal', 'merah', 'yalord'];kayak saking fokus berita covid kerja padahalan tanggal merah yalord;kayak saking fokus berita covid kerja padahal tanggal merah yalord
32;Berarti dah lama gak gitaran, mungkin mau bikin album lagu buat Corona Covid Yudhoyono.;-1.0;gitar album lagu corona covid yudhoyono;berarti dah lama gak gitaran mungkin mau bikin album lagu buat corona covid yudhoyono;['berarti', 'dah', 'lama', 'gak', 'gitaran', 'mungkin', 'mau', 'bikin', 'album', 'lagu', 'buat', 'corona', 'covid', 'yudhoyono'];['berarti', 'sudah', 'lama', 'tidak', 'gitaran', 'mungkin', 'mau', 'membuat', 'album', 'lagu', 'buat', 'corona', 'covid', 'yudhoyono'];['gitaran', 'album', 'lagu', 'corona', 'covid', 'yudhoyono'];gitaran album lagu corona covid yudhoyono;gitar album lagu corona covid yudhoyono
33;Berat Mbah, terlalu banyak kemungkinan  Sedang haid gak ndang mampet, Jualan online gak payu-payu, Lagi horny sing lanang mumet covid, Sudah masak enak dapat berkatan yg lebih enak, Sariawan,Loro untu,Keputihan,Murus ilate kecakot  Bengese anyar  Masker kerlisut Dst...;-1.0;berat mbah haid ndang mampet jual online payupayu horny sing lanang pusing covid masak enak berkat enak sariawanloro untukeputihanmurus ilate kecakot bengese anyar masker kerlisut dst;berat mbah terlalu banyak kemungkinan sedang haid gak ndang mampet jualan online gak payupayu lagi horny sing lanang mumet covid sudah masak enak dapat berkatan yg lebih enak sariawanloro untukeputihanmurus ilate kecakot bengese anyar masker kerlisut dst;['berat', 'mbah', 'terlalu', 'banyak', 'kemungkinan', 'sedang', 'haid', 'gak', 'ndang', 'mampet', 'jualan', 'online', 'gak', 'payupayu', 'lagi', 'horny', 'sing', 'lanang', 'mumet', 'covid', 'sudah', 'masak', 'enak', 'dapat', 'berkatan', 'yg', 'lebih', 'enak', 'sariawanloro', 'untukeputihanmurus', 'ilate', 'kecakot', 'bengese', 'anyar', 'masker', 'kerlisut', 'dst'];['berat', 'mbah', 'terlalu', 'banyak', 'kemungkinan', 'sedang', 'haid', 'tidak', 'ndang', 'mampet', 'jualan', 'online', 'tidak', 'payupayu', 'lagi', 'horny', 'sing', 'lanang', 'pusing', 'covid', 'sudah', 'masak', 'enak', 'dapat', 'berkatan', 'yang', 'lebih', 'enak', 'sariawanloro', 'untukeputihanmurus', 'ilate', 'kecakot', 'bengese', 'anyar', 'masker', 'kerlisut', 'dst'];['berat', 'mbah', 'haid', 'ndang', 'mampet', 'jualan', 'online', 'payupayu', 'horny', 'sing', 'lanang', 'pusing', 'covid', 'masak', 'enak', 'berkatan', 'enak', 'sariawanloro', 'untukeputihanmurus', 'ilate', 'kecakot', 'bengese', 'anyar', 'masker', 'kerlisut', 'dst'];berat mbah haid ndang mampet jualan online payupayu horny sing lanang pusing covid masak enak berkatan enak sariawanloro untukeputihanmurus ilate kecakot bengese anyar masker kerlisut dst;berat mbah haid ndang mampet jual online payupayu horny sing lanang pusing covid masak enak berkat enak sariawanloro untukeputihanmurus ilate kecakot bengese anyar masker kerlisut dst
34;Amalkan langkah-langkah pencegahan penularan COVID-19 sebagai amalan dalam kehidupan seharian kita.;1.0;amal langkahlangkah cegah tular covid amal hidup hari;amalkan langkahlangkah pencegahan penularan covid sebagai amalan dalam kehidupan seharian kita;['amalkan', 'langkahlangkah', 'pencegahan', 'penularan', 'covid', 'sebagai', 'amalan', 'dalam', 'kehidupan', 'seharian', 'kita'];['amalkan', 'langkahlangkah', 'pencegahan', 'penularan', 'covid', 'sebagai', 'amalan', 'dalam', 'kehidupan', 'seharian', 'kita'];['amalkan', 'langkahlangkah', 'pencegahan', 'penularan', 'covid', 'amalan', 'kehidupan', 'seharian'];amalkan langkahlangkah pencegahan penularan covid amalan kehidupan seharian;amal langkahlangkah cegah tular covid amal hidup hari
35;Kementerian Agama Provinsi Papua Barat, Azis Hegemur mengatakan, Umat Islam di Provinsi Papua Barat diimbau agar tidak menolak pemakaman jenazah pasien positifcterjangkit Covid-19. OPM;1.0;menteri agama provinsi papua barat azis hegemur umat islam provinsi papua barat imbau tolak makam jenazah pasien positifcterjangkit covid opm;kementerian agama provinsi papua barat azis hegemur mengatakan umat islam di provinsi papua barat diimbau agar tidak menolak pemakaman jenazah pasien positifcterjangkit covid opm;['kementerian', 'agama', 'provinsi', 'papua', 'barat', 'azis', 'hegemur', 'mengatakan', 'umat', 'islam', 'di', 'provinsi', 'papua', 'barat', 'diimbau', 'agar', 'tidak', 'menolak', 'pemakaman', 'jenazah', 'pasien', 'positifcterjangkit', 'covid', 'opm'];['kementerian', 'agama', 'provinsi', 'papua', 'barat', 'azis', 'hegemur', 'mengatakan', 'umat', 'islam', 'di', 'provinsi', 'papua', 'barat', 'diimbau', 'agar', 'tidak', 'menolak', 'pemakaman', 'jenazah', 'pasien', 'positifcterjangkit', 'covid', 'opm'];['kementerian', 'agama', 'provinsi', 'papua', 'barat', 'azis', 'hegemur', 'umat', 'islam', 'provinsi', 'papua', 'barat', 'diimbau', 'menolak', 'pemakaman', 'jenazah', 'pasien', 'positifcterjangkit', 'covid', 'opm'];kementerian agama provinsi papua barat azis hegemur umat islam provinsi papua barat diimbau menolak pemakaman jenazah pasien positifcterjangkit covid opm;menteri agama provinsi papua barat azis hegemur umat islam provinsi papua barat imbau tolak makam jenazah pasien positifcterjangkit covid opm
36;Bumi..Maafkan Kami..Yang Tak Pernah Sadar.. Bahwa Kau Juga Butuh Istirahat.. ;1.0;bumimaafkan kamiyang sadar kau butuh istirahat;bumimaafkan kamiyang tak pernah sadar bahwa kau juga butuh istirahat;['bumimaafkan', 'kamiyang', 'tak', 'pernah', 'sadar', 'bahwa', 'kau', 'juga', 'butuh', 'istirahat'];['bumimaafkan', 'kamiyang', 'tak', 'pernah', 'sadar', 'bahwa', 'kau', 'juga', 'butuh', 'istirahat'];['bumimaafkan', 'kamiyang', 'sadar', 'kau', 'butuh', 'istirahat'];bumimaafkan kamiyang sadar kau butuh istirahat;bumimaafkan kamiyang sadar kau butuh istirahat
37;Kalau ga ada covid, jam segini gue udah mulai pendakian dari pos Cangkuang;0.0;covid jam gin daki pos cangkuang;kalau ga ada covid jam segini gue udah mulai pendakian dari pos cangkuang;['kalau', 'ga', 'ada', 'covid', 'jam', 'segini', 'gue', 'udah', 'mulai', 'pendakian', 'dari', 'pos', 'cangkuang'];['kalau', 'tidak', 'ada', 'covid', 'jam', 'segini', 'saya', 'sudah', 'mulai', 'pendakian', 'dari', 'pos', 'cangkuang'];['covid', 'jam', 'segini', 'pendakian', 'pos', 'cangkuang'];covid jam segini pendakian pos cangkuang;covid jam gin daki pos cangkuang
38;"Developers biang rusuh. Proyek konstruksi swasta termasuk yg dikecualikan untuk ""freeze"" dlm psbb dki oleh gub , pdhl dlm permenkes tdk termasuk yg dikecualikan. Juga, proyek-2 konstruksi besar berpotensi menjadi kluster penyebaran covid krn padat. Bijimane nih?";0.0;developers biang rusuh proyek konstruksi swasta kecuali freeze psbb dki gub permenkes kecuali proyek konstruksi potensi kluster sebar covid padat bijimane;developers biang rusuh proyek konstruksi swasta termasuk yg dikecualikan untuk freeze dlm psbb dki oleh gub pdhl dlm permenkes tdk termasuk yg dikecualikan juga proyek konstruksi besar berpotensi menjadi kluster penyebaran covid krn padat bijimane nih;['developers', 'biang', 'rusuh', 'proyek', 'konstruksi', 'swasta', 'termasuk', 'yg', 'dikecualikan', 'untuk', 'freeze', 'dlm', 'psbb', 'dki', 'oleh', 'gub', 'pdhl', 'dlm', 'permenkes', 'tdk', 'termasuk', 'yg', 'dikecualikan', 'juga', 'proyek', 'konstruksi', 'besar', 'berpotensi', 'menjadi', 'kluster', 'penyebaran', 'covid', 'krn', 'padat', 'bijimane', 'nih'];['developers', 'biang', 'rusuh', 'proyek', 'konstruksi', 'swasta', 'termasuk', 'yang', 'dikecualikan', 'untuk', 'freeze', 'dalam', 'psbb', 'dki', 'oleh', 'gub', 'padahal', 'dalam', 'permenkes', 'tidak', 'termasuk', 'yang', 'dikecualikan', 'juga', 'proyek', 'konstruksi', 'besar', 'berpotensi', 'menjadi', 'kluster', 'penyebaran', 'covid', 'karena', 'padat', 'bijimane', 'ini'];['developers', 'biang', 'rusuh', 'proyek', 'konstruksi', 'swasta', 'dikecualikan', 'freeze', 'psbb', 'dki', 'gub', 'permenkes', 'dikecualikan', 'proyek', 'konstruksi', 'berpotensi', 'kluster', 'penyebaran', 'covid', 'padat', 'bijimane'];developers biang rusuh proyek konstruksi swasta dikecualikan freeze psbb dki gub permenkes dikecualikan proyek konstruksi berpotensi kluster penyebaran covid padat bijimane;developers biang rusuh proyek konstruksi swasta kecuali freeze psbb dki gub permenkes kecuali proyek konstruksi potensi kluster sebar covid padat bijimane
39;Kalau tidak dimulai dari diri sendiri, mana mungkin.Yukkk...kita putus mata rantai penyemangat Covid-19 di Indonesia dimulai dari diri sendiri.;1.0;mungkinyukkkkita putus mata rantai semangat covid indonesia;kalau tidak dimulai dari diri sendiri mana mungkinyukkkkita putus mata rantai penyemangat covid di indonesia dimulai dari diri sendiri;['kalau', 'tidak', 'dimulai', 'dari', 'diri', 'sendiri', 'mana', 'mungkinyukkkkita', 'putus', 'mata', 'rantai', 'penyemangat', 'covid', 'di', 'indonesia', 'dimulai', 'dari', 'diri', 'sendiri'];['kalau', 'tidak', 'dimulai', 'dari', 'diri', 'sendiri', 'mana', 'mungkinyukkkkita', 'putus', 'mata', 'rantai', 'penyemangat', 'covid', 'di', 'indonesia', 'dimulai', 'dari', 'diri', 'sendiri'];['mungkinyukkkkita', 'putus', 'mata', 'rantai', 'penyemangat', 'covid', 'indonesia'];mungkinyukkkkita putus mata rantai penyemangat covid indonesia;mungkinyukkkkita putus mata rantai semangat covid indonesia
40;Sinergitas TNI-POLRI untuk mencegah penyebaran Virus Covid-19;1.0;sinergitas tnipolri cegah sebar virus covid;sinergitas tnipolri untuk mencegah penyebaran virus covid;['sinergitas', 'tnipolri', 'untuk', 'mencegah', 'penyebaran', 'virus', 'covid'];['sinergitas', 'tnipolri', 'untuk', 'mencegah', 'penyebaran', 'virus', 'covid'];['sinergitas', 'tnipolri', 'mencegah', 'penyebaran', 'virus', 'covid'];sinergitas tnipolri mencegah penyebaran virus covid;sinergitas tnipolri cegah sebar virus covid
41;Kucing bukan penyebar COVID-19 kepada manusia - Jabatan Perkhidmatan Veterinar;1.0;kucing sebar covid manusia jabat khidmat veterinar;kucing bukan penyebar covid kepada manusia jabatan perkhidmatan veterinar;['kucing', 'bukan', 'penyebar', 'covid', 'kepada', 'manusia', 'jabatan', 'perkhidmatan', 'veterinar'];['kucing', 'bukan', 'penyebar', 'covid', 'kepada', 'manusia', 'jabatan', 'perkhidmatan', 'veterinar'];['kucing', 'penyebar', 'covid', 'manusia', 'jabatan', 'perkhidmatan', 'veterinar'];kucing penyebar covid manusia jabatan perkhidmatan veterinar;kucing sebar covid manusia jabat khidmat veterinar
42;Pemkab Wondama Perbanyak Pos Pemantauan Covid-19. OPM;1.0;pemkab wondama banyak pos pantau covid opm;pemkab wondama perbanyak pos pemantauan covid opm;['pemkab', 'wondama', 'perbanyak', 'pos', 'pemantauan', 'covid', 'opm'];['pemkab', 'wondama', 'perbanyak', 'pos', 'pemantauan', 'covid', 'opm'];['pemkab', 'wondama', 'perbanyak', 'pos', 'pemantauan', 'covid', 'opm'];pemkab wondama perbanyak pos pemantauan covid opm;pemkab wondama banyak pos pantau covid opm
43;COVID-19: Pelajar UNIMAS berusia 23 tahun maut;-1.0;covid ajar unimas usia maut;covid pelajar unimas berusia tahun maut;['covid', 'pelajar', 'unimas', 'berusia', 'tahun', 'maut'];['covid', 'pelajar', 'unimas', 'berusia', 'tahun', 'maut'];['covid', 'pelajar', 'unimas', 'berusia', 'maut'];covid pelajar unimas berusia maut;covid ajar unimas usia maut
